time,Lfoot-m,Lfoot-l,Lfoot-u,Rfoot-m,Rfoot-l,Rfoot-u
0.0,9.444495000000002,-23.409278980388834,42.29826898038884,,,
1.0101010101010102,7.3653926262626275,-25.68980185387462,40.42058710639987,,,
2.0202020202020203,5.102532626262627,-28.20286391197259,38.407929164497844,,,
3.0303030303030303,2.8864312121212112,-30.736134255874084,36.5089966801165,,,
4.040404040404041,0.8978428787878784,-33.10251946477664,34.898205222352395,,,
5.050505050505051,-0.7846485858585862,-35.17004146895024,33.60074429723307,,,
6.0606060606060606,-2.1172660606060614,-36.84921807411709,32.61468595290496,,,
7.070707070707071,-3.1170768181818187,-38.10193932625323,31.86778568988959,,,
8.080808080808081,-3.8336773232323225,-38.979060716367705,31.31170606990306,,,
9.090909090909092,-4.324833181818182,-39.559851834362576,30.91018547072621,,,
